url,id,Lng,Lat,Cid,tradeTime,DOM,followers,totalPrice,price,square,livingRoom,drawingRoom,kitchen,bathRoom,floor,buildingType,constructionTime,renovationCondition,buildingStructure,ladderRatio,elevator,fiveYearsProperty,subway,district,communityAverage
https://bj.lianjia.com/chengjiao/101101720330.html,101101720330,116.212671,39.900574,1111027379019,2017-07-17,27,17,550,63045,87.24,2,1,1,1,26,3,2012,4,6,0.5,1,0,0,9,57942
https://bj.lianjia.com/chengjiao/101100829608.html,101100829608,116.328627,39.979037,1111027382321,2017-01-10,62,24,435,107674,40.4,1,1,1,1,6,4,1988,4,2,0.333,0,1,1,8,96866
https://bj.lianjia.com/chengjiao/101101666572.html,101101666572,116.506464,39.924544,1111041135069,2017-07-12,37,15,370,55951,66.13,1,1,1,1,28,1,2009,4,6,0.333,1,0,1,7,52301
https://bj.lianjia.com/chengjiao/BJCY90276295.html,BJCY90276295,116.516836,39.906378,1111027376303,2015-11-26,1,16,302,29324,102.99,2,1,1,1,21,3,2006,4,6,0.4,1,1,0,7,54817
https://bj.lianjia.com/chengjiao/101102361539.html,101102361539,116.308665,40.103198,1111027378131,2017-12-14,12,15,389.5,46514,83.74,2,1,1,1,6,4,2011,4,6,0.333,0,1,0,6,49144
https://bj.lianjia.com/chengjiao/101092228613.html,101092228613,116.352791,39.889814,1111027376543,2016-08-12,85,78,323,89723,36,1,0,1,1,6,4,1983,4,2,0.2,0,1,0,10,87843
https://bj.lianjia.com/chengjiao/101101719752.html,101101719752,116.43942,40.072066,1111027380051,2017-10-18,121,211,352,35879,98.11,2,1,1,1,32,1,2002,4,2,0.375,1,1,0,6,40934
https://bj.lianjia.com/chengjiao/BJXC89516130.html,BJXC89516130,116.347957,39.907101,1111027378900,2015-12-19,1,8,615,72184,85.2,2,1,1,1,14,3,1996,3,2,0.133,1,1,1,10,111218
https://bj.lianjia.com/chengjiao/BJDC89267469.html,BJDC89267469,116.438381,39.964399,1111027373927,2015-04-18,1,1,344,50190,68.54,2,1,1,1,6,3,1994,3,2,0.5,0,1,1,7,68475
https://bj.lianjia.com/chengjiao/101088710736.html,101088710736,116.376709,39.867222,1111027376484,2016-06-19,540,57,240,42165,56.92,2,1,1,1,18,1,1996,3,6,0.25,1,0,1,2,58741
https://bj.lianjia.com/chengjiao/BJCY91023771.html,BJCY91023771,116.523444,39.92445,1111027376687,2016-02-22,1,35,430,34376,125.09,3,2,1,2,29,1,1999,4,6,0.375,1,1,1,7,58126
https://bj.lianjia.com/chengjiao/BJDC89574976.html,BJDC89574976,116.417021,39.97634,1111027379254,2015-08-14,1,7,441,29618,148.9,3,2,1,2,14,4,1996,2,6,1,1,0,1,1,54103
https://bj.lianjia.com/chengjiao/BJCY90664833.html,BJCY90664833,116.492867,39.966876,1111027377595,2015-10-30,1,0,490,41589,117.82,1,2,1,1,15,1,2007,4,6,0.3,1,1,1,7,75559
https://bj.lianjia.com/chengjiao/101092199343.html,101092199343,116.480675,39.868869,1111027382783,2016-08-17,94,56,237,49222,48.15,1,1,1,1,6,4,2006,4,2,0.25,0,0,0,7,60403
https://bj.lianjia.com/chengjiao/BJCY90398271.html,BJCY90398271,116.460032,39.879667,1111027375352,2015-09-27,1,4,258,41051,62.85,2,1,1,1,18,1,1997,4,6,0.2,1,1,1,7,55722
https://bj.lianjia.com/chengjiao/101091989188.html,101091989188,116.60292,39.909042,1111041802183,2016-06-27,75,14,458.5,39870,115,3,2,1,2,18,3,2011,4,6,0.667,1,0,1,7,54019
https://bj.lianjia.com/chengjiao/101100813210.html,101100813210,116.192696,39.921511,1111027374526,2017-02-14,100,62,309.5,49648,62.34,2,1,1,1,16,1,1986,4,6,0.286,1,0,0,9,46904
https://bj.lianjia.com/chengjiao/BJFT92265528.html,BJFT92265528,116.359122,39.851219,1111027376530,2016-05-30,1,1,404,43011,93.93,3,1,1,1,18,4,2003,3,6,2,1,1,1,2,58737
https://bj.lianjia.com/chengjiao/BJ0000615826.html,BJ0000615826,116.111318,39.949921,1111027377794,2011-11-12,1,0,125,14045,89,2,1,0,1,12,4,2011,2,6,0.25,1,0,0,12,36923
https://bj.lianjia.com/chengjiao/BJTJ84537030.html,BJTJ84537030,116.644167,39.932673,1111027379777,2012-12-22,1,0,220,16394,134.2,3,2,1,2,7,4,2001,1,2,0.5,0,1,1,11,42790
https://bj.lianjia.com/chengjiao/101102327813.html,101102327813,116.512916,39.966511,1111027374215,2017-11-27,6,5,720,61555,116.97,3,1,1,2,24,1,2008,3,6,0.286,1,1,0,7,57709
https://bj.lianjia.com/chengjiao/BJDC89649540.html,BJDC89649540,116.421263,39.946757,1111027377077,2015-06-28,1,2,568,78378,72.47,2,1,1,1,11,3,2003,4,2,0.25,1,1,1,1,123223
https://bj.lianjia.com/chengjiao/BJHD88882684.html,BJHD88882684,116.298736,39.934527,1111027376013,2015-04-21,1,3,193,42700,45.2,1,1,1,1,12,3,1996,3,6,0.25,1,1,1,8,80645
https://bj.lianjia.com/chengjiao/101100775566.html,101100775566,116.196272,39.915185,1111027374521,2016-12-08,42,55,240,44363,54.1,2,1,1,1,5,4,1980,1,2,0.333,0,0,1,9,46578
https://bj.lianjia.com/chengjiao/BJHD88253688.html,BJHD88253688,116.372382,39.958962,1111027382609,2015-02-08,1,0,285,49652,57.4,2,1,1,1,5,4,1982,3,2,0.333,0,1,1,8,84206
https://bj.lianjia.com/chengjiao/101100318108.html,101100318108,116.34715,39.806402,1111027374916,2016-08-12,28,16,308.5,34294,89.96,2,1,1,1,16,4,2007,4,6,0.5,1,1,0,4,41003
https://bj.lianjia.com/chengjiao/BJDC89749914.html,BJDC89749914,116.4471,39.879796,1111027382286,2015-09-13,1,31,505,40749,123.93,3,2,1,2,15,1,2004,3,6,0.3,1,1,1,1,75950
https://bj.lianjia.com/chengjiao/101100874777.html,101100874777,116.42911,39.956494,1111027376004,2016-12-27,34,3,713,99902,71.37,3,1,1,1,16,1,1992,3,6,0.25,1,0,1,1,95294
https://bj.lianjia.com/chengjiao/BJDC91373991.html,BJDC91373991,116.407187,39.896458,1111027380639,2016-01-17,1,0,198,56881,34.81,1,1,1,1,6,4,1980,4,2,0.333,0,1,1,1,77274
https://bj.lianjia.com/chengjiao/101102091210.html,101102091210,116.308665,40.103198,1111027378131,2017-12-10,85,179,293,46479,63.04,1,1,1,1,9,3,2011,4,6,0.333,0,1,0,6,49144
https://bj.lianjia.com/chengjiao/BJHD91529692.html,BJHD91529692,116.257014,40.054948,1111027376153,2016-02-21,1,14,835,47347,176.36,3,1,1,3,5,4,2005,1,2,0.5,0,0,1,8,75490
https://bj.lianjia.com/chengjiao/101102097804.html,101102097804,116.603118,39.906824,1111027382237,2017-12-09,82,0,472.5,56716,83.31,2,1,1,1,15,3,2010,1,6,0.5,1,1,0,7,57024
https://bj.lianjia.com/chengjiao/101101853874.html,101101853874,116.381487,39.881928,1111027378043,2017-09-04,43,68,756,98966,76.39,2,1,1,1,6,4,2001,1,2,0.5,0,1,1,10,103409
https://bj.lianjia.com/chengjiao/BJCY86131339.html,BJCY86131339,116.488534,39.875468,1111027379442,2013-07-31,1,1,168,36083,46.56,1,1,1,1,6,4,1994,1,2,0.333,0,1,1,7,56126
https://bj.lianjia.com/chengjiao/101101290298.html,101101290298,116.479692,40.0097,1111027380320,2017-03-13,7,1,488,80662,60.5,1,1,1,1,24,1,2001,3,6,0.25,1,1,1,7,59510
https://bj.lianjia.com/chengjiao/BJDX91801421.html,BJDX91801421,116.342088,39.749733,1111027378968,2016-03-27,1,12,179,32346,55.34,2,1,1,1,6,4,1992,4,2,0.333,0,1,1,4,41149
https://bj.lianjia.com/chengjiao/BJFT85172709.html,BJFT85172709,116.433425,39.844062,1111027373992,2013-08-08,1,4,270,27653,97.64,2,1,1,1,22,1,2003,1,6,0.273,1,0,1,2,45820
https://bj.lianjia.com/chengjiao/101100830484.html,101100830484,116.134792,39.743391,1111027375971,2016-11-21,11,25,238,22447,106.03,3,2,1,2,11,3,1999,4,6,0.167,1,1,0,5,28671
https://bj.lianjia.com/chengjiao/BJHD87369189.html,BJHD87369189,116.352299,40.062427,1111027382146,2014-05-08,10,1,392.5,44401,88.4,3,1,1,1,6,4,1996,1,2,0.25,0,1,1,8,74931
https://bj.lianjia.com/chengjiao/BJCY84689029.html,BJCY84689029,116.603118,39.906824,1111027382237,2012-07-17,1,0,254,21712,116.99,3,2,1,2,15,3,2010,1,6,0.667,1,0,0,7,57024
https://bj.lianjia.com/chengjiao/101100991376.html,101100991376,116.331607,39.777363,1111027377184,2017-01-21,30,13,381,47218,80.69,3,1,1,1,7,4,1998,3,2,0.5,0,1,1,4,45296
https://bj.lianjia.com/chengjiao/101100757300.html,101100757300,116.556567,39.952006,1111027379175,2017-01-07,77,69,320,48744,65.65,1,1,1,1,12,1,2008,1,6,0.2,1,0,0,7,48420
https://bj.lianjia.com/chengjiao/BJCY88651920.html,BJCY88651920,116.594761,39.936939,1111027381588,2015-03-16,1,3,260,24180,107.53,3,1,1,2,10,3,2006,4,6,0.5,1,0,0,7,50636
https://bj.lianjia.com/chengjiao/BJHD89796648.html,BJHD89796648,116.314388,39.972347,1111027382572,2015-12-08,1,1,278,46111,60.29,1,1,1,1,22,1,1998,1,6,0.143,1,0,1,8,75591
https://bj.lianjia.com/chengjiao/BJSJ88602059.html,BJSJ88602059,116.210318,39.916082,1111027375919,2015-05-03,1,3,277.5,31711,87.51,2,1,1,1,6,4,1999,3,2,0.333,0,1,1,9,50059
https://bj.lianjia.com/chengjiao/101100355865.html,101100355865,116.411481,40.059131,1111027373982,2016-08-15,20,3,715,47320,151.1,3,2,1,2,12,3,2008,1,6,0.5,1,1,1,6,55291
https://bj.lianjia.com/chengjiao/101100394116.html,101100394116,116.416156,40.082585,1111027380054,2016-12-05,124,85,410,36284,113,3,1,1,2,32,1,2003,4,2,0.3,1,1,1,6,33820
https://bj.lianjia.com/chengjiao/BJHD91687742.html,BJHD91687742,116.346988,40.035114,1111027378259,2016-03-13,1,6,212,45494,46.6,2,1,1,1,6,4,1980,3,2,0.25,0,1,0,8,64316
https://bj.lianjia.com/chengjiao/BJFT92277664.html,BJFT92277664,116.358042,39.847965,1111027374256,2016-06-11,1,11,333,40734,81.75,1,1,1,1,15,1,2007,4,6,0.25,1,1,1,2,69301
https://bj.lianjia.com/chengjiao/BJCY92284776.html,BJCY92284776,116.585783,39.880057,1111027377819,2016-06-12,1,5,156,26622,58.6,1,1,1,1,6,4,2008,3,2,0.5,0,1,0,7,37419
https://bj.lianjia.com/chengjiao/101101349620.html,101101349620,116.413046,40.056407,1111027376788,2017-04-04,18,52,376,57405,65.5,2,1,1,1,6,4,1998,4,2,0.167,0,0,0,6,47772
https://bj.lianjia.com/chengjiao/BJDX89526865.html,BJDX89526865,116.423905,39.791207,1111027374423,2015-05-26,1,0,246.8,27208,90.71,2,2,1,1,6,4,2009,1,6,0.5,1,0,0,4,44880
https://bj.lianjia.com/chengjiao/BJCP84252615.html,BJCP84252615,116.367231,40.088456,1111027375383,2012-02-22,1,0,187,15092,123.91,3,1,1,2,6,4,2006,1,2,0.5,0,0,1,6,44755
https://bj.lianjia.com/chengjiao/101101046890.html,101101046890,116.589658,39.925265,1111027375026,2017-02-22,47,111,430,45990,93.5,3,1,1,1,9,3,2005,4,6,0.333,1,1,0,7,53017
https://bj.lianjia.com/chengjiao/BJXC91664418.html,BJXC91664418,116.37913,39.887761,1111027378771,2016-04-24,1,18,430,68680,62.61,2,1,1,1,9,4,1999,3,6,1,1,1,1,10,91902
https://bj.lianjia.com/chengjiao/101100218395.html,101100218395,116.343687,40.08052,1111027378114,2016-07-20,29,6,550,24148,227.77,5,2,1,3,5,4,2002,4,2,0.5,0,0,1,6,41629
https://bj.lianjia.com/chengjiao/BJDC88020745.html,BJDC88020745,116.428467,39.902511,1111027380931,2015-04-09,1,7,525,56391,93.1,2,1,1,1,12,3,2001,3,6,0.25,1,1,1,1,87809
https://bj.lianjia.com/chengjiao/BJHD91223989.html,BJHD91223989,116.316963,40.056306,1111027382721,2016-02-02,1,20,206,37695,54.65,1,1,1,1,6,4,2000,4,2,0.25,0,1,1,8,52911
https://bj.lianjia.com/chengjiao/101101147486.html,101101147486,116.16608,39.771077,1111027377578,2017-02-13,3,0,336,38182,88,2,1,1,1,11,4,2011,4,6,0.333,1,0,0,5,34373
https://bj.lianjia.com/chengjiao/101101383896.html,101101383896,116.487649,39.985143,1111027374618,2017-07-25,123,261,360,50449,71.36,3,1,1,1,16,1,1986,4,6,0.5,1,1,1,7,57548
https://bj.lianjia.com/chengjiao/BJCY91158050.html,BJCY91158050,116.58468,39.935758,1111027378712,2016-01-23,1,11,388.8,40395,96.25,2,1,1,1,10,4,2007,4,6,0.2,1,1,1,7,59730
https://bj.lianjia.com/chengjiao/BJHD90670482.html,BJHD90670482,116.291418,39.937341,1111027374103,2015-10-31,1,1,307,52533,58.44,2,1,1,1,6,4,1995,2,2,0.5,0,1,1,8,75942
https://bj.lianjia.com/chengjiao/BJSY88528906.html,BJSY88528906,116.648422,40.137571,1111027381324,2014-11-16,1,0,130,19127,67.97,1,1,1,1,6,4,1995,4,2,0.5,0,1,1,13,39215
https://bj.lianjia.com/chengjiao/101101748339.html,101101748339,116.640545,39.911057,1111027380000,2017-09-06,71,8,373,54098,68.95,1,1,1,1,29,3,2009,3,6,0.5,1,1,1,11,47875
https://bj.lianjia.com/chengjiao/BJXC90172148.html,BJXC90172148,116.345325,39.903799,1111027377856,2015-11-22,1,36,375,60877,61.6,2,1,1,1,4,4,1964,2,4,0.333,0,1,0,10,101931
https://bj.lianjia.com/chengjiao/BJCY88736048.html,BJCY88736048,116.610993,39.895822,1111027379532,2015-04-12,1,6,120,21135,56.78,2,1,1,1,6,4,1988,4,2,0.333,0,0,0,7,43406
https://bj.lianjia.com/chengjiao/101100475897.html,101100475897,116.493317,39.929564,1111027373740,2016-08-28,6,2,248,53151,46.66,1,1,1,1,18,1,1996,3,6,0.2,1,0,1,7,58820
https://bj.lianjia.com/chengjiao/101100590358.html,101100590358,116.263323,40.218013,1111027376565,2016-09-21,5,1,325,35762,90.88,2,1,1,1,6,4,2000,3,2,0.5,0,0,0,6,36650
https://bj.lianjia.com/chengjiao/101102023811.html,101102023811,116.695201,39.934643,1111027375151,2017-09-17,16,35,354.2,31813,111.33,2,2,1,1,6,4,1996,4,2,0.5,0,1,0,11,36953
https://bj.lianjia.com/chengjiao/101092275941.html,101092275941,116.196292,39.931247,1111027381305,2016-08-07,72,12,409,30656,133.42,2,3,1,2,18,3,2005,4,6,0.4,1,1,0,9,50041
https://bj.lianjia.com/chengjiao/BJCY88658762.html,BJCY88658762,116.428389,39.99699,1111027375593,2015-05-30,1,21,200,34826,57.43,2,1,1,1,7,4,1994,2,2,0.5,0,0,1,7,64901
https://bj.lianjia.com/chengjiao/101102390571.html,101102390571,116.31531,39.865675,1111027374417,2017-12-14,3,0,472.5,60953,77.52,2,1,1,1,25,1,2001,3,6,0.3,1,1,1,2,56622
https://bj.lianjia.com/chengjiao/101102046003.html,101102046003,116.352899,39.889225,1111027374483,2017-10-22,47,98,510,85801,59.44,2,1,1,1,6,4,1991,4,2,0.5,0,1,1,10,79570
https://bj.lianjia.com/chengjiao/101101063923.html,101101063923,116.220283,40.043636,1111027376008,2017-02-16,36,25,615,70062,87.78,2,1,1,1,8,3,2010,4,6,0.5,1,0,0,8,63444
https://bj.lianjia.com/chengjiao/BJCP90017047.html,BJCP90017047,116.359156,40.079209,1111027378212,2015-12-24,1,4,320,21852,146.44,3,2,1,2,6,4,2005,2,2,0.5,0,1,0,6,37700
https://bj.lianjia.com/chengjiao/101100861294.html,101100861294,116.457526,39.8764,1111027375273,2016-12-11,22,57,330,53226,62,1,1,1,1,16,1,2009,3,6,0.188,1,0,1,7,49691
https://bj.lianjia.com/chengjiao/101100404482.html,101100404482,116.349005,40.079347,1111027378112,2016-08-19,13,16,437.5,41959,104.27,3,1,1,1,6,4,2003,4,2,0.5,0,0,1,6,44326
https://bj.lianjia.com/chengjiao/101092167726.html,101092167726,116.272671,39.925011,1111027377124,2016-07-17,68,49,357,57767,61.8,2,1,1,1,4,4,1994,4,4,0.5,0,1,0,8,69369
https://bj.lianjia.com/chengjiao/BJCY91248756.html,BJCY91248756,116.504655,39.965482,1111027379818,2015-12-30,1,3,255,35595,71.64,1,1,1,1,31,1,2003,4,6,0.375,1,1,0,7,64395
https://bj.lianjia.com/chengjiao/BJCY91751514.html,BJCY91751514,116.426051,39.996743,1111027374818,2016-03-13,1,0,355,59079,60.09,1,1,1,1,20,1,1998,1,6,0.2,1,0,1,7,82336
https://bj.lianjia.com/chengjiao/101100672925.html,101100672925,116.441502,39.872065,1111027374184,2016-11-10,37,14,808,47366,170.59,4,2,1,2,25,1,1995,4,6,0.5,1,0,1,2,60647
https://bj.lianjia.com/chengjiao/101091672511.html,101091672511,116.344224,39.881161,1111027377263,2017-02-27,362,81,1170,70533,165.88,3,2,1,2,22,1,2000,4,6,0.25,1,1,0,2,71559
https://bj.lianjia.com/chengjiao/101101156906.html,101101156906,116.476467,39.888742,1111027378489,2017-03-13,29,37,493.5,65792,75.01,3,1,1,1,6,4,1991,4,2,0.5,0,1,1,7,59015
https://bj.lianjia.com/chengjiao/BJYZ88971633.html,BJYZ88971633,116.445417,39.783232,1111027373788,2015-03-04,1,0,166,25129,66.06,1,1,1,1,6,4,2004,4,2,0.5,0,1,0,4,41688
https://bj.lianjia.com/chengjiao/BJSY85210394.html,BJSY85210394,116.66841,40.142858,1111027377166,2012-12-18,1,0,215,17970,119.65,3,2,1,2,20,4,2011,1,6,0.667,1,0,1,13,40114
https://bj.lianjia.com/chengjiao/101091980081.html,101091980081,116.511419,39.981872,1111027379180,2016-07-07,86,45,315,39658,79.43,1,1,1,1,16,4,2004,4,6,0.333,1,1,0,7,48169
https://bj.lianjia.com/chengjiao/101101190669.html,101101190669,116.387828,39.852874,1111027377276,2017-03-16,27,95,385,64598,59.6,2,1,1,1,6,4,1993,4,2,0.5,0,0,1,2,53301
https://bj.lianjia.com/chengjiao/101091995422.html,101091995422,116.343001,39.964408,1111027382494,2016-08-10,118,22,428,74773,57.24,2,1,1,1,5,4,1982,3,2,0.333,0,1,0,8,86585
https://bj.lianjia.com/chengjiao/101100521211.html,101100521211,116.388786,39.857338,1111027379725,2016-09-26,25,13,359,57950,61.95,1,1,1,1,21,1,2004,4,6,0.25,1,1,1,2,52970
https://bj.lianjia.com/chengjiao/BJDX92243373.html,BJDX92243373,116.371423,39.803826,1111027380074,2016-06-05,1,14,213,28668,74.3,2,1,1,1,6,4,1997,4,2,0.5,0,0,0,4,41055
https://bj.lianjia.com/chengjiao/101101850727.html,101101850727,116.350909,39.745849,1111027374314,2017-12-28,158,205,185,33509,55.21,2,1,1,1,6,4,1983,4,2,0.333,0,1,1,4,38492
https://bj.lianjia.com/chengjiao/101101658800.html,101101658800,116.502784,39.961221,1111027373812,2017-07-12,39,84,1345,65020,206.86,4,3,1,3,16,4,2001,4,6,0.5,1,1,1,7,61067
https://bj.lianjia.com/chengjiao/BJCP89096077.html,BJCP89096077,116.422479,40.06389,1111027375783,2015-05-10,1,0,233,21786,106.95,2,1,1,1,19,1,2004,3,6,0.15,1,1,1,6,43211
https://bj.lianjia.com/chengjiao/BJCY89824385.html,BJCY89824385,116.581295,39.910614,1111027379297,2015-08-21,1,12,208,22256,93.46,2,2,1,1,6,4,2004,4,6,0.333,0,1,1,7,45307
https://bj.lianjia.com/chengjiao/101100255843.html,101100255843,116.247008,39.906426,1111027382209,2016-08-16,46,30,396,51516,76.87,2,1,1,1,26,3,2007,4,6,0.25,1,1,0,9,64222
https://bj.lianjia.com/chengjiao/101100431645.html,101100431645,116.34816,39.904437,1111027376264,2016-09-12,31,21,429,101180,42.4,1,1,1,1,6,4,1987,4,2,0.333,0,0,0,10,129351
https://bj.lianjia.com/chengjiao/101101000960.html,101101000960,116.31681,39.768231,1111027379689,2017-02-23,61,49,352,76639,45.93,2,1,1,2,16,3,2012,4,6,0.167,1,0,0,4,68041
https://bj.lianjia.com/chengjiao/101100491838.html,101100491838,116.379323,40.045094,1111027374646,2016-08-31,6,3,920,56484,162.88,3,2,1,2,6,4,2011,4,6,0.5,1,0,0,8,73109
https://bj.lianjia.com/chengjiao/101100520871.html,101100520871,116.437967,40.001107,1111027379321,2016-09-06,5,11,500,70672,70.75,2,1,1,1,12,3,1996,3,6,1,1,1,1,7,69698
https://bj.lianjia.com/chengjiao/101100431916.html,101100431916,116.41718,39.851679,1111027374516,2016-08-31,19,27,335,46322,72.32,2,1,1,1,20,1,2000,4,6,0.2,1,1,1,2,48814
https://bj.lianjia.com/chengjiao/101100292054.html,101100292054,116.45457,39.809878,1111027378970,2016-08-24,46,54,247,29933,82.52,3,1,1,1,6,4,1995,3,2,0.333,0,1,0,4,40430
https://bj.lianjia.com/chengjiao/101102042520.html,101102042520,116.557355,39.953387,1111027374821,2017-12-07,94,43,233,51030,45.66,2,0,1,1,6,4,1986,3,2,0.5,0,1,0,7,46789
https://bj.lianjia.com/chengjiao/101100758565.html,101100758565,116.460032,39.879667,1111027375352,2016-12-07,46,47,373,58419,63.85,2,1,1,1,22,1,1990,1,6,0.25,1,1,1,7,55722
https://bj.lianjia.com/chengjiao/101101642860.html,101101642860,116.212294,39.897437,1111042959158,2017-06-18,18,184,275,41992,65.49,2,1,1,1,15,3,2010,4,6,0.083,0,1,0,9,33628
https://bj.lianjia.com/chengjiao/101101597406.html,101101597406,116.372382,39.958962,1111027382609,2017-07-15,58,0,477,87044,54.8,2,1,1,1,6,4,1996,3,2,0.333,0,1,1,8,84206
https://bj.lianjia.com/chengjiao/101100326655.html,101100326655,116.445996,40.069568,1111027380049,2016-08-18,32,18,346.8,34378,100.88,2,1,1,1,18,1,2001,3,2,0.25,1,1,0,6,38156
https://bj.lianjia.com/chengjiao/BJHD90708683.html,BJHD90708683,116.287746,40.038617,1111027381142,2015-10-22,1,0,478,81808,58.43,1,1,1,1,8,4,2009,1,6,0.25,1,0,1,8,92027
https://bj.lianjia.com/chengjiao/BJCY91534855.html,BJCY91534855,116.456697,39.922284,1111027376820,2016-02-04,1,1,430,64324,66.85,2,1,1,1,18,1,1989,3,6,0.25,1,1,1,7,77040
https://bj.lianjia.com/chengjiao/BJCY92000371.html,BJCY92000371,116.544954,39.971689,1111042722170,2016-05-10,1,18,511,57038,89.59,3,1,1,1,6,4,2013,1,6,0.5,1,0,0,7,64868
https://bj.lianjia.com/chengjiao/BJCY91306974.html,BJCY91306974,116.594761,39.921447,1111027374857,2016-01-02,1,1,178,29781,59.77,3,1,1,1,6,4,1987,4,2,0.333,0,0,0,7,45906
https://bj.lianjia.com/chengjiao/101100617795.html,101100617795,116.301832,39.972868,1111027376101,2016-09-29,7,9,1580,134813,117.2,3,2,1,2,16,1,2003,4,6,0.286,1,0,1,8,132223
https://bj.lianjia.com/chengjiao/BJCY89904921.html,BJCY89904921,116.429743,39.96941,1111027375182,2015-09-29,1,12,447,53444,83.64,3,1,1,1,6,4,1994,3,2,0.333,0,1,1,7,68656
https://bj.lianjia.com/chengjiao/BJHD91702309.html,BJHD91702309,116.281947,39.941862,1111027380337,2016-03-24,1,53,400,51821,77.19,2,1,1,1,9,3,1998,3,6,0.1,1,1,1,8,74142
https://bj.lianjia.com/chengjiao/BJCY91561716.html,BJCY91561716,116.462185,39.884984,1111027378741,2016-03-09,1,33,248,34095,72.74,2,1,1,1,18,1,1998,3,6,0.143,1,1,1,7,55151
https://bj.lianjia.com/chengjiao/101102055091.html,101102055091,116.673595,40.124882,1111027381897,2017-10-06,28,33,390,45834,85.09,2,1,1,1,6,4,1998,3,2,0.5,0,1,0,13,38574
https://bj.lianjia.com/chengjiao/BJHD85603404.html,BJHD85603404,116.284755,39.93453,1111027376911,2013-03-26,1,0,457,41005,111.45,2,1,1,1,15,3,2009,1,6,0.333,1,1,1,8,70141
https://bj.lianjia.com/chengjiao/101101607333.html,101101607333,116.41917,40.124757,1111027380872,2017-07-31,71,129,360,38120,94.44,2,2,1,1,7,4,2002,4,2,0.333,0,1,0,6,35860
https://bj.lianjia.com/chengjiao/101100856806.html,101100856806,116.43942,40.072066,1111027380051,2016-12-09,21,15,436,41924,104,2,1,1,1,6,4,2001,4,2,0.5,0,1,0,6,40934
https://bj.lianjia.com/chengjiao/BJSJ88595700.html,BJSJ88595700,116.205944,39.935694,1111027375178,2015-01-17,1,1,270,32101,84.11,2,1,1,1,14,4,2001,3,6,0.5,0,1,0,9,47066
https://bj.lianjia.com/chengjiao/101101103588.html,101101103588,116.421263,39.946757,1111027377077,2017-02-09,5,17,975,134743,72.36,2,1,1,1,11,3,2003,4,2,0.25,1,1,1,1,123223
https://bj.lianjia.com/chengjiao/101091820307.html,101091820307,116.406986,39.971716,1111027375609,2016-06-29,100,49,365,67593,54,2,1,1,1,6,4,1986,3,2,0.5,0,1,1,7,75583
https://bj.lianjia.com/chengjiao/101100279913.html,101100279913,116.430477,40.001053,1111027382199,2016-07-30,24,6,660,46437,142.13,3,2,1,2,24,1,2000,3,6,0.3,1,0,0,7,59927
https://bj.lianjia.com/chengjiao/101092194036.html,101092194036,116.488479,39.993976,1111027377281,2016-06-27,44,3,848.5,53901,157.42,3,2,1,2,27,3,2006,4,6,0.667,1,1,1,7,70650
https://bj.lianjia.com/chengjiao/101101735618.html,101101735618,116.377942,39.847498,1111027382744,2017-12-11,170,299,491,54623,89.89,2,1,1,1,16,4,2009,4,6,0.162,1,1,1,2,57950
https://bj.lianjia.com/chengjiao/BJCY86011746.html,BJCY86011746,116.601064,40.051325,1111027382163,2013-09-27,1,3,122,19204,63.53,2,1,1,1,3,4,1957,1,4,0.333,0,0,0,7,37296
https://bj.lianjia.com/chengjiao/BJCY90280365.html,BJCY90280365,116.454903,39.882809,1111027378740,2015-09-20,1,6,239,33343,71.68,2,1,1,1,16,1,1990,3,6,0.286,1,1,0,7,57180
https://bj.lianjia.com/chengjiao/101092297410.html,101092297410,116.386555,40.0865,1111027382546,2016-07-07,38,12,369,41932,88,2,1,1,1,10,4,2009,3,6,0.333,1,0,0,6,47574
https://bj.lianjia.com/chengjiao/101100312293.html,101100312293,116.360877,39.902029,1111027374888,2017-01-22,192,237,439,91842,47.8,2,0,1,1,6,4,1992,1,2,0.031,0,1,1,10,90647
https://bj.lianjia.com/chengjiao/101101919585.html,101101919585,116.358011,39.882948,1111027380100,2017-08-27,20,0,870,64545,134.79,2,1,1,1,18,1,2000,4,6,0.2,1,0,0,10,63154
https://bj.lianjia.com/chengjiao/101100909464.html,101100909464,116.357041,40.033886,1111027379497,2017-02-09,70,79,633,64950,97.46,2,1,1,1,28,1,2005,4,6,0.3,1,1,0,8,62924
https://bj.lianjia.com/chengjiao/101100632914.html,101100632914,116.4388,40.054941,1111027375158,2017-01-01,98,31,573,85332,67.15,2,1,1,2,17,3,2011,4,6,0.174,1,0,1,7,77695
https://bj.lianjia.com/chengjiao/BJHD90449705.html,BJHD90449705,116.354191,40.035178,1111027378966,2015-12-05,1,16,590,42392,139.18,3,2,1,2,22,3,2009,4,6,0.4,1,0,0,8,65278
https://bj.lianjia.com/chengjiao/101100568489.html,101100568489,116.612342,39.935122,1111041137077,2016-09-13,2,12,295,47405,62.23,1,1,1,1,11,3,2013,4,6,0.25,1,0,1,7,44892
https://bj.lianjia.com/chengjiao/101102250526.html,101102250526,116.453086,39.898397,1111027374519,2017-11-03,5,0,1750,100633,173.9,3,2,1,2,27,4,2009,4,6,1,1,0,1,1,78590
https://bj.lianjia.com/chengjiao/BJHD89044621.html,BJHD89044621,116.32397,39.933336,1111027374151,2015-05-02,1,4,400,64206,62.3,3,1,1,1,18,4,1985,3,6,0.25,1,1,1,8,101493
